"PicCount","Pics","ML #","Prop Type","Status","Address","S/A","Price","DOM","Tot BR","Yr Blt","Lot Sz(SF)","TypeDwel","Area","P.I.D.#","Postal Code","Frontage - Feet","Access to Property","Permitted Land Use","Sold Price","SP/LP Ratio","Sold Price per SqFt","Sold Date","Type","Total Baths","Zoning"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262305245/0/60/45/b865f345b1e94844b6e0b1a2aabbe3e5/16/757f33423fb72a8f7251d2e64ede9abe/262305245.JPG","R2283618","Residential Detached","S","13332 239B STREET","Silver Valley","$1,260,000","10","7","2006","9,560.00","House/Single Family","Maple Ridge","026-279-975","V4R 0A4","0.00",,,"$1,260,000","0.97","$329.67","7/6/2018","House/Single Family","4","RS1B"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262279082/0/60/45/4c95a3c2f68b940f450ec7e17448f31f/16/925db7472f34c83cca408e7953fc855b/262279082.JPG","R2257455","Residential Detached","S","782 ROCHESTER AVENUE","Coquitlam West","$1,268,500","82","6","1945","9,968.00","House/Single Family","Coquitlam","002-669-196","V3K 2W2","56.00",,,"$1,268,500","0.91","$437.72","7/7/2018","House/Single Family","4","RS1"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262286965/0/60/45/a00859020179b16f5952b758ee549e41/16/cc32dd43ff8b99224edb3ffc26d67fef/262286965.JPG","R2265338","Residential Detached","S","38048 SIXTH AVENUE","Downtown SQ","$1,270,000","69","3","9999","8,997.00","House/Single Family","Squamish","009-597-221","V0N 3G0","0.00",,,"$1,270,000","0.99","$930.40","7/13/2018","House/Single Family","1","RS2"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262305175/0/60/45/37037ec2d28614e342bce0735f6e37bf/15/130d3102e103bac8f38520b0b5002514/262305175.JPG","R2283548","Residential Detached","S","12680 28 AVENUE","Crescent Bch Ocean Pk.","$1,270,000","13","3","1967","8,712.00","House/Single Family","South Surrey White Rock","001-809-881","V4A 2P3","66.00",,,"$1,270,000","0.98","$512.10","7/8/2018","House/Single Family","2","RES"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262281337/0/60/45/37f76d4e3abbd0d210e59ac8e3a270fc/16/05c0a82f304e3336b0d93e7cf0c23789/262281337.JPG","R2259710","Residential Detached","S","9062 144 STREET","Bear Creek Green Timbers","$1,275,000","84","7","2002","7,628.00","House/Single Family","Surrey","007-095-139","V3V 5Z8","64.00",,,"$1,275,000","0.97","$304.30","7/16/2018","House/Single Family","6","RF"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262307237/0/60/45/d0800afd5326cf9be40ac4a3d796864f/15/9b7412584f32a23d09fbd2e3704d10c3/262307237.JPG","R2285610","Residential Detached","S","1279 STEEPLE DRIVE","Upper Eagle Ridge","$1,275,000","3","4","1982","7,048.00","House/Single Family","Coquitlam","005-447-291","V3E 1K4","36.00",,,"$1,275,000","1.00","$363.25","7/7/2018","House/Single Family","3","RS1"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262308235/0/60/45/c0a59460daa05da91a41e8c7849d10b3/15/e90a2744cd748c3af67e93b7264df192/262308235.JPG","R2286608","Residential Detached","S","16942 61B AVENUE","Cloverdale BC","$1,276,190","9","5","2018","6,841.00","House/Single Family","Cloverdale","029-807-832","V3S 3Y7","0.00",,,"$1,276,190","0.91","$346.32","7/14/2018","House/Single Family","5","RF"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262300662/0/60/45/2c71ea4d3c9aecc3f8817bbc9861270a/16/cd58e5921107676afac43a203f06bc47/262300662.JPG","R2279035","Residential Attached","S","B2/4 272 W 4TH STREET","Lower Lonsdale","$1,278,500","22","3","2008","0.00","Townhouse","North Vancouver","027-694-844","V7M 1H7",,,,"$1,278,500","1.00","$656.99","7/4/2018","Townhouse","3","RM3"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262306888/0/60/45/8a8925b65ee404343d058d3786ee6e8a/16/b60c419f720d48467a4a54d240545a41/262306888.JPG","R2285261","Residential Attached","S","501 12 ATHLETES WAY","False Creek","$1,280,000","5","2","2010","0.00","Apartment/Condo","Vancouver West","028-247-710","V5Y 0B5",,,,"$1,280,000","0.99","$1,380.80","7/8/2018","Apartment/Condo","2","CD-1"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262306755/0/60/45/40772887b49e1a3ab25d15e1758f6778/16/c51b6dba4129689da05fc52eb62c62f4/262306755.JPG","R2285128","Residential Attached","S","23 5531 CORNWALL DRIVE","Terra Nova","$1,280,000","7","4","1992","0.00","Townhouse","Richmond","018-075-746","V7C 5N7",,,,"$1,280,000","0.99","$566.37","7/10/2018","Townhouse","3","RTL1"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262306046/0/60/45/7f1785b2a67d59b97be436242a3ba777/16/feee5706e6b5c6622ba3400ba5f0aef6/262306046.JPG","R2284419","Residential Detached","S","3224 E 27TH AVENUE","Renfrew Heights","$1,280,000","8","3","1954","3,960.00","House/Single Family","Vancouver East","014-399-342","V5R 1P6","33.00",,,"$1,280,000","0.98","$639.36","7/5/2018","House/Single Family","2","RS1"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262306271/0/60/45/d79ab7364a5f5c694509b893305b62cb/16/e95ae93b4c9ca64272223110ab789beb/262306271.JPG","R2284644","Residential Attached","S","112 225 E 6TH STREET","Lower Lonsdale","$1,290,000","6","3","1996","0.00","Townhouse","North Vancouver","023-627-824","V7L 1P4",,,,"$1,290,000","1.01","$679.66","7/4/2018","Townhouse","3","RM1"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262309378/0/60/45/d66ae6df5cb0c86aa49ef333bc028759/16/835e9fcc348c77e4c851352dba7431f3/262309378.JPG","R2287751","Residential Detached","S","3269 MASON AVENUE","Burke Mountain","$1,299,999","1","7","1996","5,991.00","House/Single Family","Coquitlam","018-701-906","V3B 2X5","0.00",,,"$1,299,999","1.00","$428.90","7/8/2018","House/Single Family","4","RES"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262307687/0/60/45/abcacacea67940b731fa4f282e8a4b48/16/e6f8dc747952586cf9146cfe6bae83c1/262307687.JPG","R2286060","Residential Detached","S","422 SECOND STREET","Queens Park","$1,300,000","10","4","1976","4,356.00","House/Single Family","New Westminster","013-452-428","V3L 2L5","66.00",,,"$1,300,000","0.98","$573.19","7/13/2018","House/Single Family","3","RS-1"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262280787/0/60/45/c9b179a6fd869e4869022e5e6439cb29/16/cc241c51ebeaf4df67fb621df1cf8bca/262280787.JPG","R2259160","Residential Detached","S","4820 PARKER STREET","Brentwood Park","$1,310,000","79","4","1959","6,100.00","House/Single Family","Burnaby North","003-556-522","V5C 3E3","50.00",,,"$1,310,000","0.96","$586.92","7/4/2018","House/Single Family","2","R10"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262286742/0/60/45/0e9c7f849051f6179f0a80e0de84c98e/16/04534ccacf503707f4324582d51499d9/262286742.JPG","R2265115","Residential Detached","S","562 CONNAUGHT DRIVE","Pebble Hill","$1,310,000","59","3","1980","8,708.00","House/Single Family","Tsawwassen","002-717-450","V4M 3V8","67.60",,,"$1,310,000","0.96","$595.45","7/4/2018","House/Single Family","3","RS1"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262304261/0/60/45/dd34a611093fd6a2b61449881df8b6d5/16/94e3e19cbab21184a7180d0fe27952f2/262304261.JPG","R2282634","Residential Detached","S","2133 UPLAND DRIVE","Fraserview VE","$1,310,000","15","3","1988","0.00","House/Single Family","Vancouver East","007-491-085","V5P 2C9","30.50",,,"$1,310,000","0.97","$628.30","7/4/2018","House/Single Family","3","RS1"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262292368/0/60/45/d3158324b14b1eb4db6b2ade34505f3f/16/d5b72178e07b2b9e4ee762ed40905379/262292368.JPG","R2270741","Residential Detached","S","8648 12TH AVENUE","The Crest","$1,310,000","45","3","1954","8,319.00","House/Single Family","Burnaby East","003-235-301","V3N 2L9","59.00",,,"$1,310,000","0.94","$755.04","7/6/2018","House/Single Family","2","R10"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262282200/0/60/45/9eaa5b84de9086f411fd67840ea3a359/16/e1721c8e2e7e3179d2bfc4fb7e5035dd/262282200.JPG","R2260573","Residential Detached","S","1518 GROVER AVENUE","Central Coquitlam","$1,315,000","86","5","1968","7,812.00","House/Single Family","Coquitlam","009-326-600","V3J 3G5","63.00",,,"$1,315,000","0.97","$568.53","7/19/2018","House/Single Family","2","RS1"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262295901/0/60/45/14390f6003b045e02c779d739721659e/16/3453275fef13d958e05949dcaee96b4e/262295901.JPG","R2274274","Residential Detached","S","12240 MCMYN AVENUE","Mid Meadows","$1,320,000","47","6","2018","5,533.00","House/Single Family","Pitt Meadows","018-077-366","V3Y 1C8","0.00",,,"$1,320,000","0.98","$331.41","7/12/2018","House/Single Family","6","SFD"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262302647/0/60/45/3a2e92981c9c5e89dc67c48966578b66/15/a1794bf0ef001639c73446ec7c55f00a/262302647.JPG","R2281020","Residential Detached","S","4623 240 STREET","Salmon River","$1,325,000","34","3","1977","42,887.21","House/Single Family","Langley","005-428-530","V2Z 2M7","142.71",,,"$1,325,000","0.92","$476.28","7/18/2018","House/Single Family","3","SR-1"
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262302152/0/60/45/403e1b8669932bbbbd9cb2ef7affd10d/15/29c7491887938751ef26e4af00ffee02/262302152.JPG","R2280525","Residential Detached","S","3033 MCBRIDE AVENUE","Crescent Bch Ocean Pk.","$1,329,000","33","4","1957","6,002.00","House/Single Family","South Surrey White Rock","010-140-441","V4A 3G5","50.00",,,"$1,329,000","1.00","$1,208.18","7/17/2018","House/Single Family","1","RF"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262308943/0/60/45/eaa703864584ee4cd2a56d7d9d25deb6/15/0e801bf78684910ab3e9252295a30b38/262308943.JPG","R2287316","Residential Attached","S","48 3355 MORGAN CREEK WAY","Morgan Creek","$1,338,000","3","3","2001","0.00","Townhouse","South Surrey White Rock","024-169-081","V3S 0J9",,,,"$1,338,000","1.03","$404.84","7/12/2018","Townhouse","4","CDZ"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262280236/0/60/45/dcd3927a7c0410873152d8f6c956118e/16/c9c854d0469552cee7b47132db03d1b2/262280236.JPG","R2258609","Residential Detached","S","18439 68 AVENUE","Cloverdale BC","$1,349,000","82","6","2018","4,408.00","House/Single Family","Cloverdale","029-516-293","V3S 9H8","40.00",,,"$1,349,000","1.00","$361.57","7/8/2018","House/Single Family","6","SFD"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262297000/0/60/45/ab3dc67b4097e23d4046df322d9ae703/16/646978bec49cbb0332c2f092aa074a64/262297000.JPG","R2275373","Residential Attached","S","1503 1188 QUEBEC STREET","Mount Pleasant VE","$1,350,000","35","3","1992","0.00","Apartment/Condo","Vancouver East","017-573-693","V6A 4B3",,,,"$1,350,000","0.93","$923.39","7/6/2018","Apartment/Condo","2","CD-1"
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262292018/0/60/45/8e4c61da695bf9785d5e26c4e3562024/16/85184dffd43a27314ce3dd88323b5b9b/262292018.JPG","R2270391","Residential Detached","S","3906 NITHSDALE STREET","Burnaby Hospital","$1,350,000","50","4","1951","7,187.00","House/Single Family","Burnaby South","002-562-391","V5G 1P6","59.00",,,"$1,350,000","0.93","$751.25","7/10/2018","House/Single Family","2","R5"
"1","//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg","R2264922","Residential Detached","S","1662 141B STREET","Sunnyside Park Surrey","$1,350,000","63","3","1980","7,374.00","House/Single Family","South Surrey White Rock","000-767-191","V4A 6K3","105.00",,,"$1,350,000","0.93","$638.30","7/9/2018","House/Single Family","3","RF"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262286980/0/60/45/6f3b4119b8101a2ab7ab248c5a04b28e/16/ca4d4bb454b11e2b13c5a77f959346c0/262286980.JPG","R2265353","Residential Detached","S","3334 NANAIMO STREET","Renfrew Heights","$1,350,000","76","3","1951","4,950.00","House/Single Family","Vancouver East","014-842-599","V5N 5G6","33.00",,,"$1,350,000","0.93","$843.75","7/22/2018","House/Single Family","2","RS - 1"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262304287/0/60/45/98b58e371512c59f13374a263dd2811a/16/7c45ceab8dcceb6afe194793861721a4/262304287.JPG","R2282660","Residential Detached","S","508 E 4TH STREET","Lower Lonsdale","$1,350,000","22","5","1942","6,850.00","House/Single Family","North Vancouver","006-580-769","V7L 1J6","50.00",,,"$1,350,000","0.91","$771.87","7/13/2018","House/Single Family","2","RS-1"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262305126/0/60/45/c76962c04b48d3ab7fc81bc7f52f49a0/16/9dd38371bbd7341294227a63123286df/262305126.JPG","R2283499","Residential Detached","S","2156 E PENDER STREET","Hastings","$1,354,000","9","4","9999","3,267.00","House/Single Family","Vancouver East","004-446-283","V5L 1x2","49.50",,,"$1,354,000","0.97","$806.91","7/4/2018","House/Single Family","0","RS7"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262280374/0/60/45/afd35fbcbea2f292599a82aabf5dfdef/16/f372efcda42f22503025f8a315931de8/262280374.JPG","R2258747","Residential Detached","S","12693 235 STREET","East Central","$1,355,000","82","4","1989","43,429.32","House/Single Family","Maple Ridge","008-351-902","V2X 0R5","199.00",,,"$1,355,000","0.99","$400.77","7/9/2018","House/Single Family","3","RES"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262306115/0/60/45/02dbccd695193cac32ad18b3dded7fec/16/5b719db92b1902cb65296921f9e2b7bc/262306115.JPG","R2284488","Residential Detached","S","2583 E 22ND AVENUE","Renfrew Heights","$1,360,000","6","6","1966","3,619.00","House/Single Family","Vancouver East","006-867-219","V5M 2X4","32.90",,,"$1,360,000","0.97","$582.94","7/4/2018","House/Single Family","2","RS-1"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262308332/0/60/45/6aaa4a868b17e5a228f02f8b1bc2f810/16/22e3d697defcda87d464c9d36cc30a82/262308332.JPG","R2286705","Residential Attached","S","601 1633 ONTARIO STREET","False Creek","$1,360,000","10","2","2010","0.00","Apartment/Condo","Vancouver West","028-247-990","V5Y 0C2",,,,"$1,360,000","1.05","$1,175.45","7/16/2018","Apartment/Condo","2","CD-1"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262309466/0/60/45/c5fcc7721ce40d3d0fa0045024adb286/15/2b7b90fc4a06e8c16993f3a461b9297f/262309466.JPG","R2287839","Residential Detached","S","20518 67B AVENUE","Willoughby Heights","$1,365,000","3","5","2006","4,990.00","House/Single Family","Langley","026-084-767","V2Y 3E1","44.00",,,"$1,365,000","0.98","$375.21","7/13/2018","House/Single Family","4","R-1A"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262297620/0/60/45/2e2d8c42aa322942347867715c676e94/16/bfbaa0238c8714d0df7b11c08473274f/262297620.JPG","R2275993","Residential Detached","S","5245 EGLINTON STREET","Deer Lake Place","$1,368,000","34","4","1963","6,840.00","House/Single Family","Burnaby South","008-670-692","V5G 2B3","57.00",,,"$1,368,000","0.99","$667.97","7/8/2018","House/Single Family","2","R2"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262307919/0/60/45/59919e6a7388fb39ec89bb282e795dc2/15/722b5b5f0e70adb0cc91f50ce6ebe8fc/262307919.JPG","R2286292","Residential Detached","S","943 HABGOOD STREET","White Rock","$1,370,000","9","4","1985","4,125.00","House/Single Family","South Surrey White Rock","000-626-619","V4B 4W5","33.00",,,"$1,370,000","1.00","$559.41","7/11/2018","House/Single Family","3","RS-2"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262285039/0/60/45/bf940355676ede5f8f3488399ea117b5/16/483e1a4364a39a81353bc0e9ca3ce317/262285039.JPG","R2263412","Residential Detached","S","5590 48B AVENUE","Hawthorne","$1,380,000","77","6","2006","6,838.00","House/Single Family","Ladner","000-572-934","V4K 3S2","66.01",,,"$1,380,000","0.97","$449.07","7/17/2018","House/Single Family","5","RS-1"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262308130/0/60/45/5197def3f2125e2ae05eff81f2849ecc/16/8bc8af79fadc52ff10fa59e59dcbeff5/262308130.JPG","R2286503","Residential Detached","S","6191 138 STREET","Sullivan Station","$1,380,000","15","7","2018","4,115.00","House/Single Family","Surrey","029-821-045","V3X 1E8","65.00",,,"$1,380,000","0.88","$316.80","7/19/2018","House/Single Family","7","RF12"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262294373/0/60/45/f4ab3b6afee168dad63a9d42c3fa0eed/16/26e6635712b8a236163495a4ea349258/262294373.JPG","R2272746","Residential Detached","S","608 DECKER PLACE","Coquitlam East","$1,380,000","37","5","1988","5,302.00","House/Single Family","Coquitlam","010-993-835","V3C 5W7","54.00",,,"$1,380,000","0.94","$370.37","7/4/2018","House/Single Family","5","RS-4"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262308358/0/60/45/c835dde7634cc8a9bec7204531a4b9aa/16/60b1fb4a262529f0cbbab837e82c7d99/262308358.JPG","R2286731","Residential Detached","S","5564 WALLACE ROAD","Steveston North","$1,390,000","2","5","1980","6,390.00","House/Single Family","Richmond","003-829-537","V7E 2C5","42.50",,,"$1,390,000","0.90","$554.23","7/8/2018","House/Single Family","3","RS1/B"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262274940/0/60/45/d31d62051899775772010ef959879193/16/5e7ae95137473715ab1344c79e620c4b/262274940.JPG","R2253313","Residential Detached","S","3282 CLIVE AVENUE","Collingwood VE","$1,395,000","109","3","1946","4,299.90","House/Single Family","Vancouver East","013-983-709","V5R 4V2","33.00",,,"$1,395,000","0.88","$696.80","7/22/2018","House/Single Family","2","RM-7AN"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262304031/0/60/45/870060c6cedbb70ab448586b4be5cb45/16/8ab47a5ff957651c1c851a9fb6685e18/262304031.JPG","R2282404","Residential Attached","S","303 1355 BELLEVUE AVENUE","Ambleside","$1,395,000","18","1","2018","0.00","Apartment/Condo","West Vancouver","030-339-685","V0V 0V0",,,,"$1,395,000","1.00","$1,781.61","7/8/2018","Apartment/Condo","1","CD-1"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262307822/0/60/45/fe56306a1f8aa17efbdac8dc9aeeaaa4/16/2dc2f18cb24b6e6b793b20b1b8555684/262307822.JPG","R2286195","Residential Attached","S","1809 GREER AVENUE","Kitsilano","$1,398,000","4","3","1982","0.00","Townhouse","Vancouver West","005-703-972","V6J 4V1",,,,"$1,398,000","1.00","$1,063.12","7/8/2018","Townhouse","3","CD-1"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262294803/0/60/45/c3e4cb46be5591d1d5aec990e82a2bbe/15/aac0aab5ee061efb566ad2fcd947942a/262294803.JPG","R2273176","Residential Detached","S","16735 17A AVENUE","King George Corridor","$1,399,000","42","4","2018","3,675.00","House/Single Family","South Surrey White Rock","029-984-041","N0N 0N0","56.00",,,"$1,399,000","1.00","$421.39","7/7/2018","House/Single Family","5","RF12"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262281131/0/60/45/d4736eb5ced04d243dfe8948c207fcbf/16/a8582af4c876a0a21d9ee7295b59151c/262281131.JPG","R2259504","Residential Detached","S","5769 KERR STREET","Killarney VE","$1,400,000","83","4","1943","4,276.00","House/Single Family","Vancouver East","013-209-205","V5R 4B8","33.00",,,"$1,400,000","0.96","$777.78","7/10/2018","House/Single Family","2","RS1"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262304724/0/60/45/86b2adf8491ace6c5b452233f4f82915/15/8bcc30bcbe8974e12bd9c55087f9ed1d/262304724.JPG","R2283097","Residential Detached","S","2238 148A STREET","Sunnyside Park Surrey","$1,400,000","10","3","2001","6,372.00","House/Single Family","South Surrey White Rock","023-872-918","V4A 9X2","60.00",,,"$1,400,000","0.93","$736.45","7/7/2018","House/Single Family","3","RF"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262298188/0/60/45/0d4859b576d81cf5a4bd3251136ef598/15/daa66e408a4920fe1c498079c911e547/262298188.JPG","R2276561","Residential Detached","S","15532 104A AVENUE","Guildford","$1,400,000","33","8","2018","7,271.00","House/Single Family","North Surrey","010-234-438","V3R 1R4","63.25",,,"$1,400,000","0.90","$385.46","7/8/2018","House/Single Family","6","SFD"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262305654/0/60/45/09b0e153816b52a432fe7a09589eef81/16/1eb9e03245bd765d3714d96cb3582cdb/262305654.JPG","R2284027","Residential Detached","S","822 REGAN AVENUE","Coquitlam West","$1,400,000","16","4","1964","10,004.00","House/Single Family","Coquitlam","008-889-341","V3J 3A8","82.00",,,"$1,400,000","0.88","$527.31","7/12/2018","House/Single Family","2","RS-1"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262309016/0/60/45/eb1c93c05d29f322ad281aa996e0ec67/16/b939f1581dbc071308810aa31decf0cd/262309016.JPG","R2287389","Residential Detached","S","1103 COTTONWOOD AVENUE","Central Coquitlam","$1,400,000","5","2","9999","7,812.00","House/Single Family","Coquitlam","008-979-677","V3J 2T4","63.30",,,"$1,400,000","1.08","$1,346.15","7/14/2018","House/Single Family","1","RS - 1"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262308698/0/60/45/15ad46f519058cf901b81be29089d2ab/15/0fea21f50d3c3bef0e666f98407e6af5/262308698.JPG","R2287071","Residential Detached","S","10480 BLUNDELL ROAD","McLennan","$1,401,000","3","3","1976","21,780.00","House/Single Family","Richmond","003-845-826","V6Y 1L1","72.50",,,"$1,401,000","1.01","$504.32","7/12/2018","House/Single Family","3","AG1"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262283854/0/60/45/82540762b54ba949e85fd2d6fbb3fd5e/16/3bd73c983815d2468699eca5117aa763/262283854.JPG","R2262227","Residential Attached","S","1869 ADANAC STREET","Grandview VE","$1,408,000","66","3","2017","0.00","Townhouse","Vancouver East","030-165-491","V5L 2E1",,,,"$1,408,000","0.99","$775.33","7/5/2018","Townhouse","4","RM-4"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262297034/0/60/45/e364223d89f2246689458eccf2fb3576/15/68d1d2e00de0cb2ceaef5d0624f35cda/262297034.JPG","R2275407","Residential Detached","S","9186 APPLEHILL CRESCENT","Queen Mary Park Surrey","$1,416,000","35","8","2011","7,320.00","House/Single Family","Surrey","000-642-720","V3V 1T2","60.00",,,"$1,416,000","0.98","$328.08","7/9/2018","House/Single Family","6","RF"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262303073/0/60/45/fe6cbc50e23a48e4c43f3a0530275efd/16/834a13ee71f5ae80d43d219d53ae6d6a/262303073.JPG","R2281446","Residential Detached","S","1430 PURCELL DRIVE","Westwood Plateau","$1,418,000","22","5","1990","11,646.00","House/Single Family","Coquitlam","015-117-596","V3E 2R7","53.77",,,"$1,418,000","0.97","$391.06","7/10/2018","House/Single Family","3","RS-3"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262289726/0/60/45/b6c37886193409296cf3a3a5e165cd76/15/538c17737f44f51f06568d3c9a63fd15/262289726.JPG","R2268099","Residential Detached","S","35581 GOODBRAND DRIVE","Abbotsford East","$1,430,000","70","6","2016","29,185.00","House/Single Family","Abbotsford","026-892-103","V3G 3E7","164.20",,,"$1,430,000","0.89","$240.22","7/23/2018","House/Single Family","5","N2 N2"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262293585/0/60/45/f7d16714df0b997127fbabd4681a5610/16/295080b8eabdba626e9f23a27527f1ab/262293585.JPG","R2271958","Residential Detached","S","11451 SECOND AVENUE","Steveston Village","$1,430,000","53","4","1995","3,960.00","House/Single Family","Richmond","003-475-760","V7E 3K8","33.00",,,"$1,430,000","0.95","$641.54","7/14/2018","House/Single Family","3","RS1/A"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262303807/0/60/45/f2bd5d5e2330f6c8cec7fe6d2be3a13e/16/dc7723362e9ab72e77cbd7e08f7709a5/262303807.JPG","R2282180","Residential Detached","S","8540 ELSMORE ROAD","Seafair","$1,430,000","22","3","1958","7,028.00","House/Single Family","Richmond","002-628-716","V7C 2A1","66.00",,,"$1,430,000","0.93","$831.40","7/12/2018","House/Single Family","2","R4"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262304546/0/60/45/d182481a7719b310ddec38aacaec92f2/16/a1ead2174d6a55ec18eff01da63a7147/262304546.JPG","R2282919","Residential Detached","S","115 FELL AVENUE","Capitol Hill BN","$1,435,000","17","6","2008","3,752.00","House/Single Family","Burnaby North","027-368-581","V5B 3Y1","31.00",,,"$1,435,000","0.99","$658.86","7/9/2018","House/Single Family","4","R5"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262304592/0/60/45/cc228ef758d69346c8695b5d88ea0f30/16/528d4d8172b45a7cbb63511821f947e8/262304592.JPG","R2282965","Residential Detached","S","11325 89A AVENUE","Annieville","$1,435,000","22","8","2017","6,996.00","House/Single Family","N. Delta","029-521-238","V4C 7J2","43.68",,,"$1,435,000","1.03","$314.49","7/14/2018","House/Single Family","7","RS8"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262294491/0/60/45/85f8e1acddc5179809cdb2ab6eb32c7c/16/b4f67cf6ef16a55e3bd150dc12a95763/262294491.JPG","R2272864","Residential Detached","S","7532 NELSON AVENUE","Metrotown","$1,438,000","45","6","1971","6,566.00","House/Single Family","Burnaby South","003-300-676","V5J 4C8","49.00",,,"$1,438,000","0.96","$569.28","7/12/2018","House/Single Family","3","R5"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262285682/0/60/45/c26d96f2d18fa54eeb2c974f600f5b4e/16/0d624d3630b5fef6466f7da44d3a6ed9/262285682.JPG","R2264055","Residential Attached","S","1605 159 W 2ND AVENUE","False Creek","$1,438,000","63","2","2018","0.00","Apartment/Condo","Vancouver West","030-312-299","V5Y 0L8",,,,"$1,438,000","0.96","$1,143.08","7/5/2018","Apartment/Condo","2","CD-1"
